V1	V(a)	V(out)
Step Information: Bval=0  (Step: 1/2)
1.610000000000000e+00	1.610000e+00	1.610000e+00
1.620000000000000e+00	1.620000e+00	1.620000e+00
1.630000000000000e+00	1.630000e+00	1.630000e+00
1.640000000000000e+00	1.640000e+00	1.640000e+00
1.650000000000000e+00	1.650000e+00	1.650000e+00
1.660000000000000e+00	1.660000e+00	1.660000e+00
1.670000000000000e+00	1.670000e+00	1.670000e+00
1.680000000000000e+00	1.680000e+00	1.680000e+00
1.690000000000000e+00	1.690000e+00	1.690000e+00
1.700000000000000e+00	1.700000e+00	1.700000e+00
1.710000000000000e+00	1.710000e+00	1.710000e+00
1.720000000000000e+00	1.720000e+00	1.720000e+00
1.730000000000000e+00	1.730000e+00	1.730000e+00
1.740000000000000e+00	1.740000e+00	1.740000e+00
1.750000000000000e+00	1.750000e+00	1.750000e+00
1.760000000000000e+00	1.760000e+00	1.760000e+00
1.770000000000000e+00	1.770000e+00	1.770000e+00
1.780000000000000e+00	1.780000e+00	1.780000e+00
1.790000000000000e+00	1.790000e+00	1.790000e+00
1.800000000000000e+00	1.800000e+00	1.800000e+00
1.810000000000000e+00	1.810000e+00	1.810000e+00
1.820000000000000e+00	1.820000e+00	1.820000e+00
1.830000000000000e+00	1.830000e+00	1.830000e+00
1.840000000000000e+00	1.840000e+00	1.840000e+00
1.850000000000000e+00	1.850000e+00	1.850000e+00
1.860000000000000e+00	1.860000e+00	1.860000e+00
1.870000000000000e+00	1.870000e+00	1.870000e+00
1.880000000000000e+00	1.880000e+00	1.880000e+00
1.890000000000000e+00	1.890000e+00	1.890000e+00
1.900000000000000e+00	1.900000e+00	1.900000e+00
1.910000000000000e+00	1.910000e+00	1.910000e+00
1.920000000000000e+00	1.920000e+00	1.920000e+00
1.930000000000000e+00	1.930000e+00	1.930000e+00
1.940000000000000e+00	1.940000e+00	1.940000e+00
1.950000000000000e+00	1.950000e+00	1.950000e+00
1.960000000000000e+00	1.960000e+00	1.960000e+00
1.970000000000000e+00	1.970000e+00	1.970000e+00
1.980000000000000e+00	1.980000e+00	1.980000e+00
1.990000000000000e+00	1.990000e+00	1.990000e+00
2.000000000000000e+00	2.000000e+00	2.000000e+00
2.010000000000000e+00	2.010000e+00	2.010000e+00
2.020000000000000e+00	2.020000e+00	2.020000e+00
2.030000000000000e+00	2.030000e+00	2.030000e+00
2.040000000000000e+00	2.040000e+00	2.040000e+00
2.050000000000000e+00	2.050000e+00	2.050000e+00
2.060000000000000e+00	2.060000e+00	2.060000e+00
2.070000000000000e+00	2.070000e+00	2.070000e+00
2.080000000000000e+00	2.080000e+00	2.080000e+00
2.090000000000000e+00	2.090000e+00	2.090000e+00
2.100000000000000e+00	2.100000e+00	2.100000e+00
2.110000000000000e+00	2.110000e+00	2.110000e+00
2.120000000000000e+00	2.120000e+00	2.120000e+00
2.130000000000000e+00	2.130000e+00	2.130000e+00
2.140000000000000e+00	2.140000e+00	2.140000e+00
2.150000000000000e+00	2.150000e+00	2.150000e+00
2.160000000000000e+00	2.160000e+00	2.160000e+00
2.170000000000000e+00	2.170000e+00	2.170000e+00
2.180000000000000e+00	2.180000e+00	2.180000e+00
2.190000000000000e+00	2.190000e+00	2.190000e+00
2.200000000000000e+00	2.200000e+00	2.200000e+00
2.210000000000000e+00	2.210000e+00	2.210000e+00
2.220000000000000e+00	2.220000e+00	2.220000e+00
2.230000000000000e+00	2.230000e+00	2.230000e+00
2.240000000000000e+00	2.240000e+00	2.240000e+00
2.250000000000000e+00	2.250000e+00	2.250000e+00
2.260000000000000e+00	2.260000e+00	2.260000e+00
2.270000000000000e+00	2.270000e+00	2.270000e+00
2.280000000000000e+00	2.280000e+00	2.280000e+00
2.290000000000000e+00	2.290000e+00	2.290000e+00
2.300000000000000e+00	2.300000e+00	2.300000e+00
2.310000000000000e+00	2.310000e+00	2.310000e+00
2.320000000000000e+00	2.320000e+00	2.320000e+00
2.330000000000000e+00	2.330000e+00	2.330000e+00
2.340000000000000e+00	2.340000e+00	2.340000e+00
2.350000000000000e+00	2.350000e+00	2.350000e+00
2.360000000000000e+00	2.360000e+00	2.360000e+00
2.370000000000000e+00	2.370000e+00	2.370000e+00
2.380000000000000e+00	2.380000e+00	2.380000e+00
2.390000000000000e+00	2.390000e+00	2.390000e+00
2.400000000000000e+00	2.400000e+00	2.400000e+00
2.410000000000000e+00	2.410000e+00	2.410000e+00
2.420000000000000e+00	2.420000e+00	2.420000e+00
2.430000000000000e+00	2.430000e+00	2.430000e+00
2.440000000000000e+00	2.440000e+00	2.440000e+00
2.450000000000000e+00	2.450000e+00	2.450000e+00
2.460000000000000e+00	2.460000e+00	2.460000e+00
2.470000000000000e+00	2.470000e+00	2.470000e+00
2.480000000000000e+00	2.480000e+00	2.480000e+00
2.490000000000000e+00	2.490000e+00	2.490000e+00
2.500000000000000e+00	2.500000e+00	2.500000e+00
2.510000000000000e+00	2.510000e+00	2.510000e+00
2.520000000000000e+00	2.520000e+00	2.520000e+00
2.530000000000000e+00	2.530000e+00	2.530000e+00
2.540000000000000e+00	2.540000e+00	2.540000e+00
2.550000000000000e+00	2.550000e+00	2.550000e+00
2.560000000000000e+00	2.560000e+00	2.560000e+00
2.570000000000000e+00	2.570000e+00	2.570000e+00
2.580000000000000e+00	2.580000e+00	2.580000e+00
2.590000000000000e+00	2.590000e+00	2.590000e+00
2.600000000000000e+00	2.600000e+00	2.600000e+00
2.610000000000000e+00	2.610000e+00	2.610000e+00
2.620000000000000e+00	2.620000e+00	2.620000e+00
2.630000000000000e+00	2.630000e+00	2.630000e+00
2.640000000000000e+00	2.640000e+00	2.640000e+00
2.650000000000000e+00	2.650000e+00	2.650000e+00
2.660000000000000e+00	2.660000e+00	2.660000e+00
2.670000000000000e+00	2.670000e+00	2.670000e+00
2.680000000000000e+00	2.680000e+00	2.680000e+00
2.690000000000000e+00	2.690000e+00	2.690000e+00
2.700000000000000e+00	2.700000e+00	2.700000e+00
2.710000000000000e+00	2.710000e+00	2.710000e+00
2.720000000000000e+00	2.720000e+00	2.720000e+00
2.730000000000000e+00	2.730000e+00	2.730000e+00
2.740000000000000e+00	2.740000e+00	2.740000e+00
2.750000000000000e+00	2.750000e+00	2.750000e+00
2.760000000000000e+00	2.760000e+00	2.760000e+00
2.770000000000000e+00	2.770000e+00	2.770000e+00
2.780000000000000e+00	2.780000e+00	2.780000e+00
2.790000000000000e+00	2.790000e+00	2.790000e+00
2.800000000000000e+00	2.800000e+00	2.800000e+00
2.810000000000000e+00	2.810000e+00	2.810000e+00
2.820000000000000e+00	2.820000e+00	2.820000e+00
2.830000000000000e+00	2.830000e+00	2.830000e+00
2.840000000000000e+00	2.840000e+00	2.840000e+00
2.850000000000000e+00	2.850000e+00	2.850000e+00
2.860000000000000e+00	2.860000e+00	2.860000e+00
2.870000000000000e+00	2.870000e+00	2.870000e+00
2.880000000000000e+00	2.880000e+00	2.880000e+00
2.890000000000000e+00	2.890000e+00	2.890000e+00
2.900000000000000e+00	2.900000e+00	2.900000e+00
2.910000000000000e+00	2.910000e+00	2.910000e+00
2.920000000000000e+00	2.920000e+00	2.920000e+00
2.930000000000000e+00	2.930000e+00	2.930000e+00
2.940000000000000e+00	2.940000e+00	2.940000e+00
2.950000000000000e+00	2.950000e+00	2.950000e+00
2.960000000000000e+00	2.960000e+00	2.960000e+00
2.970000000000000e+00	2.970000e+00	2.970000e+00
2.980000000000000e+00	2.980000e+00	2.980000e+00
2.990000000000000e+00	2.990000e+00	2.990000e+00
3.000000000000000e+00	3.000000e+00	3.000000e+00
3.010000000000000e+00	3.010000e+00	3.010000e+00
3.020000000000000e+00	3.020000e+00	3.020000e+00
3.030000000000000e+00	3.030000e+00	3.030000e+00
3.040000000000000e+00	3.040000e+00	3.040000e+00
3.050000000000000e+00	3.050000e+00	3.050000e+00
3.060000000000000e+00	3.060000e+00	3.060000e+00
3.070000000000000e+00	3.070000e+00	3.070000e+00
3.080000000000000e+00	3.080000e+00	3.080000e+00
3.090000000000000e+00	3.090000e+00	3.090000e+00
3.100000000000000e+00	3.100000e+00	3.100000e+00
3.110000000000000e+00	3.110000e+00	3.110000e+00
3.120000000000000e+00	3.120000e+00	3.120000e+00
3.130000000000000e+00	3.130000e+00	3.130000e+00
3.140000000000000e+00	3.140000e+00	3.140000e+00
3.150000000000000e+00	3.150000e+00	3.150000e+00
3.160000000000000e+00	3.160000e+00	3.160000e+00
3.170000000000000e+00	3.170000e+00	3.170000e+00
3.180000000000000e+00	3.180000e+00	3.180000e+00
3.190000000000000e+00	3.190000e+00	3.190000e+00
3.200000000000000e+00	3.200000e+00	3.200000e+00
3.210000000000000e+00	3.210000e+00	3.210000e+00
3.220000000000000e+00	3.220000e+00	3.220000e+00
3.230000000000000e+00	3.230000e+00	3.230000e+00
3.240000000000000e+00	3.240000e+00	3.240000e+00
3.250000000000000e+00	3.250000e+00	3.250000e+00
3.260000000000000e+00	3.260000e+00	3.260000e+00
3.270000000000000e+00	3.270000e+00	3.270000e+00
3.280000000000000e+00	3.280000e+00	3.280000e+00
3.290000000000000e+00	3.290000e+00	3.290000e+00
3.300000000000000e+00	3.300000e+00	3.300000e+00
3.310000000000000e+00	3.310000e+00	3.310000e+00
3.320000000000000e+00	3.320000e+00	3.320000e+00
3.330000000000000e+00	3.330000e+00	3.330000e+00
3.340000000000000e+00	3.340000e+00	3.340000e+00
3.350000000000000e+00	3.350000e+00	3.350000e+00
3.360000000000000e+00	3.360000e+00	3.360000e+00
3.370000000000000e+00	3.370000e+00	3.370000e+00
3.380000000000000e+00	3.380000e+00	3.380000e+00
3.390000000000000e+00	3.390000e+00	3.390000e+00
3.400000000000000e+00	3.400000e+00	3.400000e+00
3.410000000000000e+00	3.410000e+00	3.410000e+00
3.420000000000000e+00	3.420000e+00	3.420000e+00
3.430000000000000e+00	3.430000e+00	3.430000e+00
3.440000000000000e+00	3.440000e+00	3.440000e+00
3.450000000000000e+00	3.450000e+00	3.450000e+00
3.460000000000000e+00	3.460000e+00	3.460000e+00
3.470000000000000e+00	3.470000e+00	3.470000e+00
3.480000000000000e+00	3.480000e+00	3.480000e+00
3.490000000000000e+00	3.490000e+00	3.490000e+00
3.500000000000000e+00	3.500000e+00	3.500000e+00
3.510000000000000e+00	3.510000e+00	3.510000e+00
3.520000000000000e+00	3.520000e+00	3.520000e+00
3.530000000000000e+00	3.530000e+00	3.530000e+00
3.540000000000000e+00	3.540000e+00	3.540000e+00
3.550000000000000e+00	3.550000e+00	3.550000e+00
3.560000000000000e+00	3.560000e+00	3.560000e+00
3.570000000000000e+00	3.570000e+00	3.570000e+00
3.580000000000000e+00	3.580000e+00	3.580000e+00
3.590000000000000e+00	3.590000e+00	3.590000e+00
3.600000000000000e+00	3.600000e+00	3.600000e+00
3.610000000000000e+00	3.610000e+00	3.610000e+00
3.620000000000000e+00	3.620000e+00	3.620000e+00
3.630000000000000e+00	3.630000e+00	3.630000e+00
3.640000000000000e+00	3.640000e+00	3.640000e+00
3.650000000000000e+00	3.650000e+00	3.650000e+00
3.660000000000000e+00	3.660000e+00	3.660000e+00
3.670000000000000e+00	3.670000e+00	3.670000e+00
